"","Name","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"933","47-15-5-0-0","GO:0048512","circadian behavior","5/21","85/4489",3.46694124962605e-05,0.00135744200943814,0.00107890948775443,"Sh/dlg1/Hk/dysc/Rdl",5
"934","47-15-5-0-0","GO:0007622","rhythmic behavior","5/21","86/4489",3.66991411597209e-05,0.00135744200943814,0.00107890948775443,"Sh/dlg1/Hk/dysc/Rdl",5
"935","47-15-5-0-0","GO:0098655","cation transmembrane transport","6/21","148/4489",4.18084231002792e-05,0.00135744200943814,0.00107890948775443,"SK/Nckx30C/Sh/cac/Hk/Ca-alpha1T",6
"936","47-15-5-0-0","GO:0007268","chemical synaptic transmission","7/21","223/4489",4.34795558956045e-05,0.00135744200943814,0.00107890948775443,"Sap47/Sh/dlg1/cac/dysc/Rdl/Syt1",7
"937","47-15-5-0-0","GO:0098916","anterograde trans-synaptic signaling","7/21","223/4489",4.34795558956045e-05,0.00135744200943814,0.00107890948775443,"Sap47/Sh/dlg1/cac/dysc/Rdl/Syt1",7
"938","47-15-5-0-0","GO:0099537","trans-synaptic signaling","7/21","224/4489",4.47553273627396e-05,0.00135744200943814,0.00107890948775443,"Sap47/Sh/dlg1/cac/dysc/Rdl/Syt1",7
"939","47-15-5-0-0","GO:0099536","synaptic signaling","7/21","225/4489",4.60619087855875e-05,0.00135744200943814,0.00107890948775443,"Sap47/Sh/dlg1/cac/dysc/Rdl/Syt1",7
"940","47-15-5-0-0","GO:0055085","transmembrane transport","8/21","313/4489",4.65892733348503e-05,0.00135744200943814,0.00107890948775443,"SK/Nckx30C/Sh/cac/Hk/dysc/Ca-alpha1T/Rdl",8
"941","47-15-5-0-0","GO:0050877","nervous system process","7/21","260/4489",0.000116227304670738,0.00323920444756274,0.00257455448332436,"Sap47/Sh/pros/cac/dysc/Ca-alpha1T/Rdl",7
"942","47-15-5-0-0","GO:0043269","regulation of ion transport","4/21","58/4489",0.000127517845608271,0.00340578912645424,0.00270695777519312,"cac/Hk/dysc/Syt1",4
"943","47-15-5-0-0","GO:0007623","circadian rhythm","5/21","115/4489",0.000148223432971929,0.00380044882140025,0.00302063753930162,"Sh/dlg1/Hk/dysc/Rdl",5
"944","47-15-5-0-0","GO:0048511","rhythmic process","5/21","116/4489",0.000154434386275306,0.00380740160009505,0.00302616368247969,"Sh/dlg1/Hk/dysc/Rdl",5
"945","47-15-5-0-0","GO:0051240","positive regulation of multicellular organismal process","5/21","141/4489",0.000386020766560812,0.00883711826305288,0.00702383650433959,"Sh/pros/dlg1/cac/Hk",5
"946","47-15-5-0-0","GO:0050803","regulation of synapse structure or activity","5/21","148/4489",0.000483204407856818,0.00999142017536195,0.00794128806121223,"Sh/dlg1/cac/dysc/Syt1",5
"947","47-15-5-0-0","GO:0003008","system process","7/21","332/4489",0.000533030670656208,0.0103537169663827,0.00822924544170988,"Sap47/Sh/pros/cac/dysc/Ca-alpha1T/Rdl",7
"948","47-15-5-0-0","GO:0007267","cell-cell signaling","7/21","347/4489",0.00069749720162884,0.0127741630355453,0.0101530419725822,"Sap47/Sh/dlg1/cac/dysc/Rdl/Syt1",7
"949","47-15-5-0-0","GO:0030534","adult behavior","4/21","104/4489",0.00120113011697524,0.0192481101245282,0.0152986046477899,"Sh/shep/dlg1/cac",4
"950","47-15-5-0-0","GO:0051050","positive regulation of transport","4/21","120/4489",0.00204349895526363,0.0291085073405331,0.023135754253745,"cac/Hk/dysc/Syt1",4
"951","47-15-5-0-0","GO:0007600","sensory perception","4/21","121/4489",0.00210691600601352,0.0293594165185797,0.0233351795631703,"Sh/pros/cac/dysc",4
"952","47-15-5-0-0","GO:0048469","cell maturation","4/21","132/4489",0.00289756079581118,0.0379048259207135,0.0301271627319572,"shep/dlg1/cac/Syt1",4
"953","47-15-5-0-0","GO:0071695","anatomical structure maturation","4/21","135/4489",0.00314438837729223,0.0403110589968864,0.0320396626233567,"shep/dlg1/cac/Syt1",4
"954","47-15-5-0-0","GO:0007416","synapse assembly","4/21","145/4489",0.0040714534685207,0.0492415410060712,0.0391377056358296,"pros/dlg1/cac/dysc",4
"955","48-5-4-1-1","GO:0019752","carboxylic acid metabolic process","5/17","205/4489",0.000746179316837764,0.0485017665692688,0.0433319630561357,"Spat/ppl/AdipoR/Hn/Acbp2",5
"956","48-5-4-1-1","GO:0043436","oxoacid metabolic process","5/17","206/4489",0.000762992913787257,0.0485017665692688,0.0433319630561357,"Spat/ppl/AdipoR/Hn/Acbp2",5
"957","48-5-4-1-1","GO:0006082","organic acid metabolic process","5/17","209/4489",0.000815155740659979,0.0485017665692688,0.0433319630561357,"Spat/ppl/AdipoR/Hn/Acbp2",5
"958","52-8-4-1-1","GO:0002181","cytoplasmic translation","19/19","104/4489",1.54424700381568e-32,1.15818525286176e-30,9.10292970670293e-31,"RpL35/RpL13A/RpL35A/RpL36A/RpS20/RpL4/RpL21/RpS28b/RpS7/RpL14/RpL13/RpL15/RpS25/RpL30/RpS24/RpS16/RpL23/RpL26/RpL40",19
"959","52-8-4-1-1","GO:0006412","translation","19/19","285/4489",1.00316193538888e-23,3.76185725770831e-22,2.95668780956724e-22,"RpL35/RpL13A/RpL35A/RpL36A/RpS20/RpL4/RpL21/RpS28b/RpS7/RpL14/RpL13/RpL15/RpS25/RpL30/RpS24/RpS16/RpL23/RpL26/RpL40",19
"960","52-8-4-1-1","GO:0043043","peptide biosynthetic process","19/19","309/4489",4.89386588655392e-23,1.22346647163848e-21,9.61601718059717e-22,"RpL35/RpL13A/RpL35A/RpL36A/RpS20/RpL4/RpL21/RpS28b/RpS7/RpL14/RpL13/RpL15/RpS25/RpL30/RpS24/RpS16/RpL23/RpL26/RpL40",19
"961","52-8-4-1-1","GO:0043604","amide biosynthetic process","19/19","327/4489",1.48120399009285e-22,2.77725748142409e-21,2.18282693276841e-21,"RpL35/RpL13A/RpL35A/RpL36A/RpS20/RpL4/RpL21/RpS28b/RpS7/RpL14/RpL13/RpL15/RpS25/RpL30/RpS24/RpS16/RpL23/RpL26/RpL40",19
"962","52-8-4-1-1","GO:0006518","peptide metabolic process","19/19","362/4489",1.07758066547548e-21,1.61637099821322e-20,1.27041088982373e-20,"RpL35/RpL13A/RpL35A/RpL36A/RpS20/RpL4/RpL21/RpS28b/RpS7/RpL14/RpL13/RpL15/RpS25/RpL30/RpS24/RpS16/RpL23/RpL26/RpL40",19
"963","52-8-4-1-1","GO:0034645","cellular macromolecule biosynthetic process","19/19","374/4489",2.03403807758517e-21,2.54254759698146e-20,1.99835319903104e-20,"RpL35/RpL13A/RpL35A/RpL36A/RpS20/RpL4/RpL21/RpS28b/RpS7/RpL14/RpL13/RpL15/RpS25/RpL30/RpS24/RpS16/RpL23/RpL26/RpL40",19
"964","52-8-4-1-1","GO:0043603","cellular amide metabolic process","19/19","402/4489",8.286684959115e-21,8.87859102762322e-20,6.97826101820211e-20,"RpL35/RpL13A/RpL35A/RpL36A/RpS20/RpL4/RpL21/RpS28b/RpS7/RpL14/RpL13/RpL15/RpS25/RpL30/RpS24/RpS16/RpL23/RpL26/RpL40",19
"965","52-8-4-1-1","GO:0042254","ribosome biogenesis","7/19","85/4489",2.85205329395108e-08,2.67379996307914e-07,2.10151295343764e-07,"RpL35/RpL35A/RpS28b/RpS7/RpL14/RpS16/RpL26",7
"966","52-8-4-1-1","GO:0022613","ribonucleoprotein complex biogenesis","7/19","124/4489",3.96365502100606e-07,3.30304585083838e-06,2.59607814241332e-06,"RpL35/RpL35A/RpS28b/RpS7/RpL14/RpS16/RpL26",7
"967","52-8-4-1-1","GO:0042273","ribosomal large subunit biogenesis","4/19","31/4489",6.71365829005874e-06,5.03524371754406e-05,3.95752488677147e-05,"RpL35/RpL35A/RpL14/RpL26",4
"968","52-8-4-1-1","GO:0006364","rRNA processing","4/19","49/4489",4.30740465609394e-05,0.000293686681097314,0.000230827426546661,"RpL35/RpS28b/RpS7/RpS16",4
"969","52-8-4-1-1","GO:0016072","rRNA metabolic process","4/19","56/4489",7.32774205388088e-05,0.000457983878367555,0.000359959258787131,"RpL35/RpS28b/RpS7/RpS16",4
"970","52-8-4-1-1","GO:0034470","ncRNA processing","4/19","86/4489",0.000390799804562281,0.00209357038158365,0.00164547286131487,"RpL35/RpS28b/RpS7/RpS16",4
"971","52-8-4-1-1","GO:0034660","ncRNA metabolic process","4/19","126/4489",0.00165356378432999,0.00775108023904684,0.00609207710016313,"RpL35/RpS28b/RpS7/RpS16",4
"972","53-5-4-1-1","GO:0005975","carbohydrate metabolic process","6/22","144/4489",4.79132999618652e-05,0.0107355974573438,0.00922075855231982,"CG5171/LManII/Gale/FASN1/CG17333/CG6910",6
"973","53-5-4-1-1","GO:0044281","small molecule metabolic process","9/22","408/4489",6.58625610879987e-05,0.0107355974573438,0.00922075855231982,"Shmt/LManII/CG12338/Pdxk/Desat1/Gale/FASN1/CG32549/CG6910",9
"974","55-0-0-0-0","GO:0030198","extracellular matrix organization","5/24","32/4489",5.13229941136111e-07,0.000183736318926728,0.000170176243639869,"Col4a1/vkg/Ppn/LanB1/LanA",5
"975","55-0-0-0-0","GO:0071711","basement membrane organization","4/24","17/4489",1.42875797841857e-06,0.000255747678136924,0.000236873033264131,"Col4a1/vkg/LanB1/LanA",4
"976","55-0-0-0-0","GO:0043062","extracellular structure organization","5/24","43/4489",2.35940664395953e-06,0.000281555859512504,0.000260776523806053,"Col4a1/vkg/Ppn/LanB1/LanA",5
"977","55-0-0-0-0","GO:0045229","external encapsulating structure organization","5/24","76/4489",4.02720788109385e-05,0.00360435105357899,0.00333834337511727,"Col4a1/vkg/Ppn/LanB1/LanA",5
"978","55-0-0-0-0","GO:0040003","chitin-based cuticle development","4/24","55/4489",0.000178716540424238,0.0106634202453129,0.00987644039186579,"Gasp/Cpr51A/serp/verm",4
"979","55-0-0-0-0","GO:0035152","regulation of tube architecture, open tracheal system","4/24","70/4489",0.000455340869820553,0.0232874330565368,0.0215687780441314,"Gasp/uif/serp/verm",4
"980","55-0-0-0-0","GO:0042335","cuticle development","4/24","76/4489",0.000623596288456279,0.0279059339084185,0.0258464251136484,"Gasp/Cpr51A/serp/verm",4
"981","56-8-4-1-1","GO:0002181","cytoplasmic translation","22/23","104/4489",2.31684227738364e-36,5.07388458747018e-34,4.65807236821343e-34,"RpL7A/RpLP1/RpLP0/RpL7/RpL24/RpL34b/RpS30/RpS3/RpS27/RpL6/RpL17/RpS14a/RpL29/RpS2/RpS26/RpL8/RpL12/RpL39/RpL28/RpL37a/RpS17/RpS21",22
"982","56-8-4-1-1","GO:0006412","translation","23/23","285/4489",1.23143427091609e-28,1.34842052665312e-26,1.23791550392091e-26,"RpL7A/RpLP1/RpLP0/Rack1/RpL7/RpL24/RpL34b/RpS30/RpS3/RpS27/RpL6/RpL17/RpS14a/RpL29/RpS2/RpS26/RpL8/RpL12/RpL39/RpL28/RpL37a/RpS17/RpS21",23
"983","56-8-4-1-1","GO:0043043","peptide biosynthetic process","23/23","309/4489",8.50306098774228e-28,6.20723452105187e-26,5.6985426268729e-26,"RpL7A/RpLP1/RpLP0/Rack1/RpL7/RpL24/RpL34b/RpS30/RpS3/RpS27/RpL6/RpL17/RpS14a/RpL29/RpS2/RpS26/RpL8/RpL12/RpL39/RpL28/RpL37a/RpS17/RpS21",23
"984","56-8-4-1-1","GO:0043604","amide biosynthetic process","23/23","327/4489",3.27852301241372e-27,1.79499134929651e-25,1.64788919834479e-25,"RpL7A/RpLP1/RpLP0/Rack1/RpL7/RpL24/RpL34b/RpS30/RpS3/RpS27/RpL6/RpL17/RpS14a/RpL29/RpS2/RpS26/RpL8/RpL12/RpL39/RpL28/RpL37a/RpS17/RpS21",23
"985","56-8-4-1-1","GO:0006518","peptide metabolic process","23/23","362/4489",3.67583761724514e-26,1.61001687635337e-24,1.47807365240805e-24,"RpL7A/RpLP1/RpLP0/Rack1/RpL7/RpL24/RpL34b/RpS30/RpS3/RpS27/RpL6/RpL17/RpS14a/RpL29/RpS2/RpS26/RpL8/RpL12/RpL39/RpL28/RpL37a/RpS17/RpS21",23
"986","56-8-4-1-1","GO:0034645","cellular macromolecule biosynthetic process","23/23","374/4489",7.9663809054961e-26,2.90772903050608e-24,2.66943640868378e-24,"RpL7A/RpLP1/RpLP0/Rack1/RpL7/RpL24/RpL34b/RpS30/RpS3/RpS27/RpL6/RpL17/RpS14a/RpL29/RpS2/RpS26/RpL8/RpL12/RpL39/RpL28/RpL37a/RpS17/RpS21",23
"987","56-8-4-1-1","GO:0043603","cellular amide metabolic process","23/23","402/4489",4.40255249135393e-25,1.37736999372359e-23,1.26449252007308e-23,"RpL7A/RpLP1/RpLP0/Rack1/RpL7/RpL24/RpL34b/RpS30/RpS3/RpS27/RpL6/RpL17/RpS14a/RpL29/RpS2/RpS26/RpL8/RpL12/RpL39/RpL28/RpL37a/RpS17/RpS21",23
"988","56-8-4-1-1","GO:0042254","ribosome biogenesis","8/23","85/4489",4.60893485505605e-09,1.26169591657159e-07,1.15829810173119e-07,"RpL7A/RpLP0/RpL7/RpL34b/RpS27/RpL6/RpS14a/RpS21",8
"989","56-8-4-1-1","GO:0022613","ribonucleoprotein complex biogenesis","8/23","124/4489",9.36936662906067e-08,2.27987921307143e-06,2.09303979666735e-06,"RpL7A/RpLP0/RpL7/RpL34b/RpS27/RpL6/RpS14a/RpS21",8
"990","56-8-4-1-1","GO:0042255","ribosome assembly","4/23","21/4489",2.96055713598109e-06,6.48362012779858e-05,5.95227803128829e-05,"RpLP0/RpS27/RpL6/RpS14a",4
"991","56-8-4-1-1","GO:0042273","ribosomal large subunit biogenesis","4/23","31/4489",1.50445797166814e-05,0.000299523905268476,0.000274977485730732,"RpL7A/RpLP0/RpL7/RpL6",4
"992","56-8-4-1-1","GO:0006364","rRNA processing","4/23","49/4489",9.52921246685918e-05,0.0017390812752018,0.00159656103611413,"RpL7A/RpL7/RpS14a/RpS21",4
"993","56-8-4-1-1","GO:0016072","rRNA metabolic process","4/23","56/4489",0.000161303592613845,0.00252416933265425,0.00231730998575805,"RpL7A/RpL7/RpS14a/RpS21",4
"994","56-8-4-1-1","GO:0022618","ribonucleoprotein complex assembly","4/23","57/4489",0.000172888310455771,0.00252416933265425,0.00231730998575805,"RpLP0/RpS27/RpL6/RpS14a",4
"995","56-8-4-1-1","GO:0071826","ribonucleoprotein complex subunit organization","4/23","58/4489",0.000185064200910192,0.00253306624995826,0.00232547778775307,"RpLP0/RpS27/RpL6/RpS14a",4
"996","56-8-4-1-1","GO:0034470","ncRNA processing","4/23","86/4489",0.000842083756018613,0.0108480201510633,0.00995900912690744,"RpL7A/RpL7/RpS14a/RpS21",4
"997","56-8-4-1-1","GO:0140694","non-membrane-bounded organelle assembly","4/23","104/4489",0.00171493442425114,0.01877853194555,0.017239603949051,"RpLP0/RpS27/RpL6/RpS14a",4
"998","56-8-4-1-1","GO:0034660","ncRNA metabolic process","4/23","126/4489",0.00346341332372198,0.0329777181693527,0.0302751462165171,"RpL7A/RpL7/RpS14a/RpS21",4
"999","57-11-0-0-0","GO:0009790","embryo development","12/40","324/4489",1.44183061698779e-05,0.0146057441500863,0.0121113771826974,"chic/Cka/Pka-C1/Pat1/tud/Lac/chrb/CHES-1-like/InR/sd/hzg/scyl",12
"1000","57-11-0-0-0","GO:0035556","intracellular signal transduction","13/40","428/4489",4.87396311538645e-05,0.0246866231794324,0.0204706450846231,"aru/Cka/Pka-C1/REPTOR/chrb/CHES-1-like/InR/sty/rut/sd/scyl/Rab19/fmt",13
"1001","57-11-0-0-0","GO:0051239","regulation of multicellular organismal process","12/40","388/4489",8.76305757137742e-05,0.0295899243993511,0.0245365611998568,"chic/Cka/Pka-C1/Pak3/Clk/grh/InR/sty/rut/sd/hzg/Usp2",12
"1002","57-11-0-0-0","GO:0045595","regulation of cell differentiation","8/40","184/4489",0.000170351605078103,0.0431415439860297,0.0357738370664017,"chic/Cka/grh/bab2/InR/sty/sd/Rab19",8
"1003","57-11-0-0-0","GO:2000026","regulation of multicellular organismal development","8/40","192/4489",0.000228809727828543,0.0463568508580628,0.0384400342751952,"chic/Cka/Pak3/grh/InR/sd/hzg/Usp2",8
"1004","58-4-0-0-0","GO:0007603","phototransduction, visible light","7/21","22/4489",2.62366742405836e-12,8.317025734265e-10,6.60059488789419e-10,"ninaC/Arr1/trp/inaC/trpl/inaD/Gbeta76C",7
"1005","58-4-0-0-0","GO:0007602","phototransduction","8/21","44/4489",8.08408646448301e-12,1.28132770462056e-09,1.01689298158497e-09,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1006","58-4-0-0-0","GO:0009584","detection of visible light","7/21","27/4489",1.34753858643769e-11,1.34994370647982e-09,1.07134831761142e-09,"ninaC/Arr1/trp/inaC/trpl/inaD/Gbeta76C",7
"1007","58-4-0-0-0","GO:0009583","detection of light stimulus","8/21","48/4489",1.70339899871271e-11,1.34994370647982e-09,1.07134831761142e-09,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1008","58-4-0-0-0","GO:0009581","detection of external stimulus","8/21","54/4489",4.62406734904404e-11,2.44304891607827e-09,1.93886332705531e-09,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1009","58-4-0-0-0","GO:0009582","detection of abiotic stimulus","8/21","54/4489",4.62406734904404e-11,2.44304891607827e-09,1.93886332705531e-09,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1010","58-4-0-0-0","GO:0051606","detection of stimulus","8/21","60/4489",1.11948573342783e-10,4.96159145370038e-09,3.93764023720535e-09,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1011","58-4-0-0-0","GO:0016056","rhodopsin mediated signaling pathway","6/21","19/4489",1.25213664446697e-10,4.96159145370038e-09,3.93764023720535e-09,"ninaC/Arr1/trp/inaC/inaD/Gbeta76C",6
"1012","58-4-0-0-0","GO:0016059","deactivation of rhodopsin mediated signaling","5/21","13/4489",1.68722219060649e-09,5.94277149358063e-08,4.71632869654913e-08,"ninaC/Arr1/inaC/inaD/Gbeta76C",5
"1013","58-4-0-0-0","GO:0022400","regulation of rhodopsin mediated signaling pathway","5/21","14/4489",2.61675700982548e-09,8.29511972114676e-08,6.5832097405083e-08,"ninaC/Arr1/inaC/inaD/Gbeta76C",5
"1014","58-4-0-0-0","GO:0009416","response to light stimulus","8/21","97/4489",5.74058327905003e-09,1.57028532287773e-07,1.24621680945634e-07,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1015","58-4-0-0-0","GO:0071482","cellular response to light stimulus","6/21","34/4489",5.94429775221852e-09,1.57028532287773e-07,1.24621680945634e-07,"ninaC/Arr1/trp/inaC/inaD/Gbeta76C",6
"1016","58-4-0-0-0","GO:0009314","response to radiation","8/21","113/4489",1.94904441160664e-08,4.75266983445618e-07,3.77183493420232e-07,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1017","58-4-0-0-0","GO:0071478","cellular response to radiation","6/21","42/4489",2.26568053963059e-08,5.13014807902069e-07,4.07141089452414e-07,"ninaC/Arr1/trp/inaC/inaD/Gbeta76C",6
"1018","58-4-0-0-0","GO:0007186","G protein-coupled receptor signaling pathway","8/21","122/4489",3.58167927831943e-08,7.56928220818174e-07,6.00716735100593e-07,"ninaC/Arr1/trp/inaC/7B2/inaD/Ggamma30A/Gbeta76C",8
"1019","58-4-0-0-0","GO:0071214","cellular response to abiotic stimulus","6/21","47/4489",4.57115073397989e-08,8.52385166277426e-07,6.76473699951203e-07,"ninaC/Arr1/trp/inaC/inaD/Gbeta76C",6
"1020","58-4-0-0-0","GO:0104004","cellular response to environmental stimulus","6/21","47/4489",4.57115073397989e-08,8.52385166277426e-07,6.76473699951203e-07,"ninaC/Arr1/trp/inaC/inaD/Gbeta76C",6
"1021","58-4-0-0-0","GO:0008277","regulation of G protein-coupled receptor signaling pathway","5/21","26/4489",8.29563558603735e-08,1.46095360042991e-06,1.15944848249294e-06,"ninaC/Arr1/inaC/inaD/Gbeta76C",5
"1022","58-4-0-0-0","GO:0050906","detection of stimulus involved in sensory perception","4/21","19/4489",1.31174494649581e-06,2.18854288441669e-05,1.73688112029085e-05,"trp/inaC/trpl/inaD",4
"1023","58-4-0-0-0","GO:0050953","sensory perception of light stimulus","4/21","23/4489",2.96055713598108e-06,4.69248306053002e-05,3.72406923947094e-05,"trp/inaC/trpl/inaD",4
"1024","58-4-0-0-0","GO:0009628","response to abiotic stimulus","8/21","251/4489",9.21218816583337e-06,0.000139060173741389,0.000110361552462866,"ninaC/Arr1/trp/inaC/trpl/inaD/Ggamma30A/Gbeta76C",8
"1025","58-4-0-0-0","GO:0007600","sensory perception","6/21","121/4489",1.31995982775615e-05,0.000190194211544864,0.000150942774561589,"Arr1/trp/inaC/trpl/inaD/Ggamma30A",6
"1026","58-4-0-0-0","GO:0050877","nervous system process","7/21","260/4489",0.000116227304670738,0.001535168982526,0.00121834762352221,"Arr1/trp/inaC/trpl/Mob2/inaD/Ggamma30A",7
"1027","58-4-0-0-0","GO:0003008","system process","7/21","332/4489",0.000533030670656208,0.00649887394607762,0.00515766519379894,"Arr1/trp/inaC/trpl/Mob2/inaD/Ggamma30A",7
"1028","58-4-0-0-0","GO:0098771","inorganic ion homeostasis","4/21","95/4489",0.000854770721198111,0.00939606031865817,0.00745694310529405,"MtnA/trp/trpl/VGlut",4
"1029","58-4-0-0-0","GO:0032101","regulation of response to external stimulus","5/21","168/4489",0.000864304290718769,0.00939606031865817,0.00745694310529405,"ninaC/Arr1/inaC/inaD/Gbeta76C",5
"1030","58-4-0-0-0","GO:0055080","cation homeostasis","4/21","96/4489",0.00088921706485724,0.00939606031865817,0.00745694310529405,"MtnA/trp/trpl/VGlut",4
"1031","58-4-0-0-0","GO:0050801","ion homeostasis","4/21","98/4489",0.000961045844886217,0.00982746880093325,0.00779931942029901,"MtnA/trp/trpl/VGlut",4
"1032","58-4-0-0-0","GO:0042592","homeostatic process","6/21","300/4489",0.00195021718943084,0.0171727458069327,0.0136287107682448,"ninaC/Arr1/MtnA/trp/trpl/VGlut",6
"1033","59-18-1-2-1","GO:0045184","establishment of protein localization","14/72","271/4489",7.63864598698861e-05,0.0320659519543608,0.0300339709130577,"Gdi/Trp1/beta'COP/Rab14/Sar1/Rho1/Tpst/Sec24CD/sel/sau/alphaCOP/Tim9a/Srp54k/Rab5",14
"1034","59-18-1-2-1","GO:0048193","Golgi vesicle transport","8/72","91/4489",8.65688955064742e-05,0.0320659519543608,0.0300339709130577,"beta'COP/Rab14/Sar1/GM130/Sec24CD/KdelR/sau/alphaCOP",8
"1035","59-18-1-2-1","GO:0051235","maintenance of location","7/72","71/4489",0.000119320647996723,0.0320659519543608,0.0300339709130577,"beta'COP/svp/Akt1/ZnT41F/KdelR/alphaCOP/ImpL2",7
"1036","59-18-1-2-1","GO:0071702","organic substance transport","18/72","438/4489",0.00012802609922273,0.0320659519543608,0.0300339709130577,"Oatp30B/Gdi/Trp1/beta'COP/Rab14/Akt1/Sar1/LRP1/Tpst/Sec24CD/sel/sau/vib/alphaCOP/Tim9a/CG8051/Srp54k/Rab5",18
"1037","59-18-1-2-1","GO:0051668","localization within membrane","9/72","125/4489",0.000146019817642809,0.0320659519543608,0.0300339709130577,"Trp1/Rab14/Sar1/Rho1/Sec24CD/sau/alphaCOP/Tim9a/Srp54k",9
"1038","59-18-1-2-1","GO:0015031","protein transport","13/72","258/4489",0.000184331900925042,0.0323105148079862,0.0302630361110177,"Gdi/Trp1/beta'COP/Rab14/Sar1/Tpst/Sec24CD/sel/sau/alphaCOP/Tim9a/Srp54k/Rab5",13
"1039","59-18-1-2-1","GO:0010883","regulation of lipid storage","5/72","35/4489",0.000205986888575504,0.0323105148079862,0.0302630361110177,"beta'COP/svp/Akt1/alphaCOP/ImpL2",5
"1040","59-18-1-2-1","GO:0032879","regulation of localization","16/72","381/4489",0.000258166309885832,0.0354333260318305,0.0331879585208498,"beta'COP/svp/Akt1/Sar1/ZnT41F/Rho1/LRP1/mbc/Sec24CD/cnc/wdp/sel/sima/alphaCOP/ImpL2/Rab5",16
"1041","61-17-3-0-0","GO:0022900","electron transport chain","10/15","46/4489",1.30173051278567e-17,8.85176748694254e-16,6.30311616717271e-16,"SdhC/ND-23/ND-75/ND-B12/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",10
"1042","61-17-3-0-0","GO:0042773","ATP synthesis coupled electron transport","9/15","37/4489",2.97464105864175e-16,1.01137795993819e-14,7.20176256302739e-15,"SdhC/ND-23/ND-75/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",9
"1043","61-17-3-0-0","GO:0022904","respiratory electron transport chain","9/15","41/4489",8.33659408028892e-16,1.88962799153216e-14,1.34555553576593e-14,"SdhC/ND-23/ND-75/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",9
"1044","61-17-3-0-0","GO:0006119","oxidative phosphorylation","9/15","49/4489",4.84141537474501e-15,8.23040613706652e-14,5.8606607167966e-14,"SdhC/ND-23/ND-75/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",9
"1045","61-17-3-0-0","GO:0019646","aerobic electron transport chain","8/15","32/4489",1.61069841296262e-14,2.19054984162916e-13,1.55983425255328e-13,"SdhC/ND-23/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",8
"1046","61-17-3-0-0","GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/15","36/4489",4.60805070908029e-14,5.222457470291e-13,3.71877776522269e-13,"SdhC/ND-23/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",8
"1047","61-17-3-0-0","GO:0009060","aerobic respiration","9/15","65/4489",7.38782696996412e-14,7.17674619939372e-13,5.11037655065188e-13,"SdhC/ND-23/ND-75/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",9
"1048","61-17-3-0-0","GO:0045333","cellular respiration","9/15","73/4489",2.22186973521503e-13,1.88858927493278e-12,1.34481589236699e-12,"SdhC/ND-23/ND-75/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",9
"1049","61-17-3-0-0","GO:0046034","ATP metabolic process","9/15","78/4489",4.14827984034233e-13,3.13425587936976e-12,2.23182307199705e-12,"SdhC/ND-23/ND-75/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",9
"1050","61-17-3-0-0","GO:0006091","generation of precursor metabolites and energy","10/15","134/4489",1.06339652271293e-12,7.2310963544479e-12,5.14907789945207e-12,"SdhC/ND-23/ND-75/ND-B12/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",10
"1051","61-17-3-0-0","GO:0015980","energy derivation by oxidation of organic compounds","9/15","103/4489",5.53669695503105e-12,3.42268539038283e-11,2.43720631513329e-11,"SdhC/ND-23/ND-75/CG14757/ND-49/ND-ASHI/UQCR-C2/ND-24/RFeSP",9
"1052","61-17-3-0-0","GO:0033108","mitochondrial respiratory chain complex assembly","6/15","36/4489",8.17226065255304e-10,4.63094770311339e-09,3.29757885980211e-09,"ND-39/ND-23/ND-B12/CG14757/ND-ASHI/CG9065",6
"1053","61-17-3-0-0","GO:0007005","mitochondrion organization","8/15","129/4489",2.03609469266755e-09,1.0650341469338e-08,7.58383448281032e-09,"ND-39/UQCR-C1/ND-23/ND-B12/CG14757/ND-ASHI/CG9065/QIL1",8
