"","Name","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"656","38-17-2-0-0","GO:0031324","negative regulation of cellular metabolic process","6/12","336/4443",0.000111822141242476,0.00451015969677988,0.00328011614311264,"hb/dco/e(y)3/wech/retn/E(bx)",6
"657","38-17-2-0-0","GO:0010558","negative regulation of macromolecule biosynthetic process","5/12","217/4443",0.000158619475366541,0.0059403172854881,0.00432023075308226,"hb/e(y)3/wech/retn/E(bx)",5
"658","38-17-2-0-0","GO:0009890","negative regulation of biosynthetic process","5/12","222/4443",0.000176736712626092,0.0059403172854881,0.00432023075308226,"hb/e(y)3/wech/retn/E(bx)",5
"659","38-17-2-0-0","GO:0031327","negative regulation of cellular biosynthetic process","5/12","222/4443",0.000176736712626092,0.0059403172854881,0.00432023075308226,"hb/e(y)3/wech/retn/E(bx)",5
"660","38-17-2-0-0","GO:0009880","embryonic pattern specification","4/12","135/4443",0.000333876683668207,0.0106313365062771,0.00773188109547427,"hb/gus/Tl/retn",4
"661","38-17-2-0-0","GO:0045892","negative regulation of transcription, DNA-templated","4/12","158/4443",0.000609625158344639,0.0167646918544776,0.0121925031668928,"hb/e(y)3/retn/E(bx)",4
"662","38-17-2-0-0","GO:1902679","negative regulation of RNA biosynthetic process","4/12","158/4443",0.000609625158344639,0.0167646918544776,0.0121925031668928,"hb/e(y)3/retn/E(bx)",4
"663","38-17-2-0-0","GO:1903507","negative regulation of nucleic acid-templated transcription","4/12","158/4443",0.000609625158344639,0.0167646918544776,0.0121925031668928,"hb/e(y)3/retn/E(bx)",4
"664","38-17-2-0-0","GO:0051253","negative regulation of RNA metabolic process","4/12","172/4443",0.000841315067620243,0.0221302441700108,0.0160947230327351,"hb/e(y)3/retn/E(bx)",4
"665","38-17-2-0-0","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","4/12","190/4443",0.00122400074654037,0.0308550188190386,0.0224400136865735,"hb/e(y)3/retn/E(bx)",4
"666","39-11-0-0-0","GO:0006325","chromatin organization","9/27","183/4443",6.91723919538397e-07,0.000406041940769039,0.000353871394627012,"wapl/msl-1/jumu/Bap111/E(Pc)/E(var)3-9/CoRest/sti/Elba2",9
"667","39-11-0-0-0","GO:0000278","mitotic cell cycle","10/27","333/4443",1.30239534897325e-05,0.00208598762191081,0.00181796823141514,"wapl/E2f2/dup/mud/tum/scra/Asx/l(2)dtl/dmt/sti",10
"668","39-11-0-0-0","GO:0051276","chromosome organization","10/27","337/4443",1.44837573975644e-05,0.00208598762191081,0.00181796823141514,"wapl/msl-1/jumu/Bap111/E(Pc)/E(var)3-9/CoRest/dmt/sti/Elba2",10
"669","39-11-0-0-0","GO:0010564","regulation of cell cycle process","7/27","148/4443",2.00297776754155e-05,0.00208598762191081,0.00181796823141514,"wapl/E2f2/dup/tum/scra/l(2)dtl/sti",7
"670","39-11-0-0-0","GO:0051302","regulation of cell division","4/27","29/4443",2.3171112603094e-05,0.00208598762191081,0.00181796823141514,"jumu/tum/scra/sti",4
"671","39-11-0-0-0","GO:0045892","negative regulation of transcription, DNA-templated","7/27","158/4443",3.06869691868704e-05,0.00208598762191081,0.00181796823141514,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"672","39-11-0-0-0","GO:1902679","negative regulation of RNA biosynthetic process","7/27","158/4443",3.06869691868704e-05,0.00208598762191081,0.00181796823141514,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"673","39-11-0-0-0","GO:1903507","negative regulation of nucleic acid-templated transcription","7/27","158/4443",3.06869691868704e-05,0.00208598762191081,0.00181796823141514,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"674","39-11-0-0-0","GO:0022402","cell cycle process","10/27","390/4443",5.21965233640409e-05,0.00283518216993251,0.00247090206148516,"wapl/slam/E2f2/dup/mud/tum/scra/l(2)dtl/dmt/sti",10
"675","39-11-0-0-0","GO:0051253","negative regulation of RNA metabolic process","7/27","172/4443",5.31294784825513e-05,0.00283518216993251,0.00247090206148516,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"676","39-11-0-0-0","GO:0007049","cell cycle","11/27","494/4443",7.09164338504215e-05,0.00346899555584978,0.00302327954836007,"wapl/slam/E2f2/dup/mud/tum/scra/Asx/l(2)dtl/dmt/sti",11
"677","39-11-0-0-0","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","7/27","190/4443",0.000100331681461151,0.00416249909095551,0.00362767785923856,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"678","39-11-0-0-0","GO:0010558","negative regulation of macromolecule biosynthetic process","7/27","217/4443",0.00023116287429063,0.00821327755305518,0.00715798958268594,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"679","39-11-0-0-0","GO:0051726","regulation of cell cycle","7/27","218/4443",0.000237863234074852,0.00821327755305518,0.00715798958268594,"wapl/E2f2/dup/tum/scra/l(2)dtl/sti",7
"680","39-11-0-0-0","GO:0009890","negative regulation of biosynthetic process","7/27","222/4443",0.000266262650509616,0.00822611451837602,0.00716917718269658,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"681","39-11-0-0-0","GO:0031327","negative regulation of cellular biosynthetic process","7/27","222/4443",0.000266262650509616,0.00822611451837602,0.00716917718269658,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"682","39-11-0-0-0","GO:1903047","mitotic cell cycle process","7/27","236/4443",0.000388119218113384,0.0113912990516278,0.00992768105279497,"E2f2/mud/tum/scra/l(2)dtl/dmt/sti",7
"683","39-11-0-0-0","GO:0061640","cytoskeleton-dependent cytokinesis","4/27","68/4443",0.000675641131242083,0.0188857782875763,0.0164592275580778,"slam/tum/scra/sti",4
"684","39-11-0-0-0","GO:0051301","cell division","6/27","188/4443",0.000745140062157952,0.0192533788548795,0.0167795967425293,"slam/jumu/mud/tum/scra/sti",6
"685","39-11-0-0-0","GO:0010948","negative regulation of cell cycle process","4/27","70/4443",0.000754391335029351,0.0192533788548795,0.0167795967425293,"wapl/E2f2/dup/l(2)dtl",4
"686","39-11-0-0-0","GO:0016570","histone modification","5/27","125/4443",0.000798726604187422,0.0195355215274174,0.0170254881418898,"msl-1/E(Pc)/Ptip/CoRest/Asx",5
"687","39-11-0-0-0","GO:0000910","cytokinesis","4/27","76/4443",0.00102959813641188,0.0232451579259143,0.0202584896476183,"slam/tum/scra/sti",4
"688","39-11-0-0-0","GO:0045786","negative regulation of cell cycle","4/27","79/4443",0.00119083246654866,0.0258895799208913,0.0225631414714484,"wapl/E2f2/dup/l(2)dtl",4
"689","39-11-0-0-0","GO:0051172","negative regulation of nitrogen compound metabolic process","7/27","305/4443",0.00179889540266675,0.0364121241850132,0.0317336902249017,"E2f2/Hsf/Bap111/CoRest/Asx/Elba2/insv",7
"690","39-11-0-0-0","GO:0009790","embryo development","7/27","327/4443",0.00268839252951517,0.0493152004632939,0.0429789068863281,"slam/jumu/yrt/Ptip/Asx/dome/sti",7
"691","40-20-2-0-0","GO:0017148","negative regulation of translation","7/22","60/4443",8.33546873582207e-09,1.83436892625488e-06,1.3703265323466e-06,"Hrb27C/Paip2/Tis11/Not1/AGO1/Unr/sqd",7
"692","40-20-2-0-0","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","7/22","61/4443",9.38790646626628e-09,1.83436892625488e-06,1.3703265323466e-06,"Hrb27C/Paip2/Tis11/Not1/AGO1/Unr/sqd",7
"693","40-20-2-0-0","GO:0034249","negative regulation of cellular amide metabolic process","7/22","63/4443",1.18346382339025e-08,1.83436892625488e-06,1.3703265323466e-06,"Hrb27C/Paip2/Tis11/Not1/AGO1/Unr/sqd",7
"694","40-20-2-0-0","GO:0010558","negative regulation of macromolecule biosynthetic process","10/22","217/4443",2.43026249217923e-08,2.15681453191216e-06,1.61120270635204e-06,"Mnt/Hrb27C/Paip2/CtBP/Tis11/Not1/AGO1/Unr/sqd/Pdcd4",10
"695","40-20-2-0-0","GO:0009890","negative regulation of biosynthetic process","10/22","222/4443",3.02767420297615e-08,2.15681453191216e-06,1.61120270635204e-06,"Mnt/Hrb27C/Paip2/CtBP/Tis11/Not1/AGO1/Unr/sqd/Pdcd4",10
"696","40-20-2-0-0","GO:0031327","negative regulation of cellular biosynthetic process","10/22","222/4443",3.02767420297615e-08,2.15681453191216e-06,1.61120270635204e-06,"Mnt/Hrb27C/Paip2/CtBP/Tis11/Not1/AGO1/Unr/sqd/Pdcd4",10
"697","40-20-2-0-0","GO:0006417","regulation of translation","8/22","113/4443",3.24681757492153e-08,2.15681453191216e-06,1.61120270635204e-06,"Hrb27C/Paip2/Tis11/Not1/AGO1/CNBP/Unr/sqd",8
"698","40-20-2-0-0","GO:2000112","regulation of cellular macromolecule biosynthetic process","8/22","118/4443",4.57553217303198e-08,2.65952807557484e-06,1.98674423302704e-06,"Hrb27C/Paip2/Tis11/Not1/AGO1/CNBP/Unr/sqd",8
"699","40-20-2-0-0","GO:0010608","post-transcriptional regulation of gene expression","8/22","141/4443",1.85348543606391e-07,9.57634141966354e-06,7.15380343743966e-06,"Hrb27C/Paip2/Tis11/Not1/AGO1/CNBP/Unr/sqd",8
"700","40-20-2-0-0","GO:0034248","regulation of cellular amide metabolic process","8/22","143/4443",2.0686119416964e-07,9.61904552888828e-06,7.18570463957698e-06,"Hrb27C/Paip2/Tis11/Not1/AGO1/CNBP/Unr/sqd",8
"701","40-20-2-0-0","GO:0051172","negative regulation of nitrogen compound metabolic process","10/22","305/4443",6.19406769286549e-07,2.61840134289314e-05,1.95602137669436e-05,"Mnt/Hrb27C/Paip2/CtBP/Tis11/Not1/AGO1/Unr/sqd/Pdcd4",10
"702","40-20-2-0-0","GO:0032269","negative regulation of cellular protein metabolic process","7/22","122/4443",1.20024252974362e-06,4.53853950563949e-05,3.39042000421286e-05,"Hrb27C/Paip2/Tis11/Not1/AGO1/Unr/sqd",7
"703","40-20-2-0-0","GO:0051248","negative regulation of protein metabolic process","7/22","123/4443",1.26883900157663e-06,4.53853950563949e-05,3.39042000421286e-05,"Hrb27C/Paip2/Tis11/Not1/AGO1/Unr/sqd",7
"704","40-20-2-0-0","GO:0006412","translation","10/22","334/4443",1.44283206632036e-06,4.72698972548638e-05,3.53119775757896e-05,"Hrb27C/Paip2/Tis11/NAT1/Not1/eIF4H1/AGO1/CNBP/Unr/sqd",10
"705","40-20-2-0-0","GO:0031324","negative regulation of cellular metabolic process","10/22","336/4443",1.52483539531819e-06,4.72698972548638e-05,3.53119775757896e-05,"Mnt/Hrb27C/Paip2/CtBP/Tis11/Not1/AGO1/Unr/sqd/Pdcd4",10
"706","40-20-2-0-0","GO:0043043","peptide biosynthetic process","10/22","361/4443",2.9544837559422e-06,8.58646841570703e-05,6.41433973329557e-05,"Hrb27C/Paip2/Tis11/NAT1/Not1/eIF4H1/AGO1/CNBP/Unr/sqd",10
"707","40-20-2-0-0","GO:0006413","translational initiation","5/22","50/4443",3.35547049483882e-06,9.1781987064709e-05,6.85637933929914e-05,"Paip2/NAT1/eIF4H1/CNBP/Unr",5
"708","40-20-2-0-0","GO:0043604","amide biosynthetic process","10/22","385/4443",5.32032108993498e-06,0.000137441628156654,0.000102672863139096,"Hrb27C/Paip2/Tis11/NAT1/Not1/eIF4H1/AGO1/CNBP/Unr/sqd",10
"709","40-20-2-0-0","GO:0032268","regulation of cellular protein metabolic process","9/22","312/4443",8.14116799345925e-06,0.000199244374576766,0.000148841298495377,"Hrb27C/Paip2/Tis11/Not1/AGO1/CNBP/Unr/sqd/CkIalpha",9
"710","40-20-2-0-0","GO:0006518","peptide metabolic process","10/22","413/4443",1.00477498649105e-05,0.00023361018435917,0.000174513550285289,"Hrb27C/Paip2/Tis11/NAT1/Not1/eIF4H1/AGO1/CNBP/Unr/sqd",10
"711","40-20-2-0-0","GO:0010605","negative regulation of macromolecule metabolic process","10/22","417/4443",1.09589015643654e-05,0.000242661391782377,0.000181275063470706,"Mnt/Hrb27C/Paip2/CtBP/Tis11/Not1/AGO1/Unr/sqd/Pdcd4",10
"712","40-20-2-0-0","GO:0034645","cellular macromolecule biosynthetic process","10/22","423/4443",1.24607511474944e-05,0.000263374967435676,0.000196748702328858,"Hrb27C/Paip2/Tis11/NAT1/Not1/eIF4H1/AGO1/CNBP/Unr/sqd",10
"713","40-20-2-0-0","GO:0051246","regulation of protein metabolic process","9/22","335/4443",1.45973256268395e-05,0.000295119844194799,0.000220463041503755,"Hrb27C/Paip2/Tis11/Not1/AGO1/CNBP/Unr/sqd/CkIalpha",9
"714","40-20-2-0-0","GO:1903313","positive regulation of mRNA metabolic process","4/22","33/4443",1.67992838604569e-05,0.000325486124796353,0.000243147529559245,"Hrb27C/Tis11/Not1/AGO1",4
"715","40-20-2-0-0","GO:0009892","negative regulation of metabolic process","10/22","446/4443",2.00089977208282e-05,0.000372167357607405,0.000278019757805192,"Mnt/Hrb27C/Paip2/CtBP/Tis11/Not1/AGO1/Unr/sqd/Pdcd4",10
"716","40-20-2-0-0","GO:0043603","cellular amide metabolic process","10/22","459/4443",2.58302463345159e-05,0.000461964020982688,0.000345100457100819,"Hrb27C/Paip2/Tis11/NAT1/Not1/eIF4H1/AGO1/CNBP/Unr/sqd",10
"717","40-20-2-0-0","GO:0010629","negative regulation of gene expression","7/22","211/4443",4.56922784105624e-05,0.000786922572626353,0.000587853874287938,"Hrb27C/Paip2/Tis11/Not1/AGO1/Unr/sqd",7
"718","40-20-2-0-0","GO:1903311","regulation of mRNA metabolic process","5/22","110/4443",0.000159771220489779,0.00265334348313383,0.00198212416397094,"Hrb27C/Tis11/Not1/AGO1/sqd",5
"719","40-20-2-0-0","GO:0010604","positive regulation of macromolecule metabolic process","9/22","482/4443",0.000262703638722826,0.00398606271680649,0.00297770389710502,"Hrb27C/rin/CtBP/Tis11/Not1/AGO1/CNBP/CkIalpha/akirin",9
"720","40-20-2-0-0","GO:0006402","mRNA catabolic process","4/22","66/4443",0.000265737514453766,0.00398606271680649,0.00297770389710502,"Tis11/Not1/AGO1/sqd",4
"721","40-20-2-0-0","GO:0007293","germarium-derived egg chamber formation","4/22","78/4443",0.000505764352669175,0.0067194406854619,0.00501961613175422,"egh/AGO1/sqd/Pdcd4",4
"722","40-20-2-0-0","GO:0006401","RNA catabolic process","4/22","80/4443",0.000557132462577379,0.00719629430829114,0.00537583955118523,"Tis11/Not1/AGO1/sqd",4
"723","40-20-2-0-0","GO:0048477","oogenesis","8/22","439/4443",0.000781047427572833,0.00960202377162872,0.00717298889561398,"egh/Hrb27C/rin/Not1/AGO1/sqd/Pdcd4/yl",8
"724","40-20-2-0-0","GO:0051173","positive regulation of nitrogen compound metabolic process","8/22","441/4443",0.00080533102600757,0.00960202377162872,0.00717298889561398,"Hrb27C/CtBP/Tis11/Not1/AGO1/CNBP/CkIalpha/akirin",8
"725","40-20-2-0-0","GO:0007292","female gamete generation","8/22","470/4443",0.00123266420923507,0.0132436352159391,0.0098933777504469,"egh/Hrb27C/rin/Not1/AGO1/sqd/Pdcd4/yl",8
"726","40-20-2-0-0","GO:0034655","nucleobase-containing compound catabolic process","4/22","102/4443",0.00139330661548828,0.0143233174414037,0.0106999315351742,"Tis11/Not1/AGO1/sqd",4
"727","40-20-2-0-0","GO:0031325","positive regulation of cellular metabolic process","8/22","480/4443",0.00141693032753671,0.0143233174414037,0.0106999315351742,"Hrb27C/CtBP/Tis11/Not1/AGO1/CNBP/CkIalpha/akirin",8
"728","40-20-2-0-0","GO:0051254","positive regulation of RNA metabolic process","6/22","269/4443",0.00152319624182954,0.0150699202649093,0.0112576653931411,"Hrb27C/CtBP/Tis11/Not1/AGO1/akirin",6
"729","40-20-2-0-0","GO:0007281","germ cell development","8/22","491/4443",0.00164479709518493,0.0156087887604284,0.0116602157123743,"egh/Hrb27C/rin/Not1/AGO1/sqd/Pdcd4/yl",8
"730","40-20-2-0-0","GO:0044270","cellular nitrogen compound catabolic process","4/22","109/4443",0.0017828224950638,0.0159425473116282,0.0119095429832197,"Tis11/Not1/AGO1/sqd",4
"731","40-20-2-0-0","GO:0046700","heterocycle catabolic process","4/22","109/4443",0.0017828224950638,0.0159425473116282,0.0119095429832197,"Tis11/Not1/AGO1/sqd",4
"732","40-20-2-0-0","GO:0019439","aromatic compound catabolic process","4/22","110/4443",0.00184406971297225,0.0161791021987188,0.0120862563114368,"Tis11/Not1/AGO1/sqd",4
"733","40-20-2-0-0","GO:0031331","positive regulation of cellular catabolic process","4/22","112/4443",0.00197094941373075,0.0169720643960148,0.0126786219596715,"Tis11/Not1/AGO1/CkIalpha",4
"734","40-20-2-0-0","GO:0045935","positive regulation of nucleobase-containing compound metabolic process","6/22","284/4443",0.00201644708471906,0.0170481435344429,0.0127354552719098,"Hrb27C/CtBP/Tis11/Not1/AGO1/akirin",6
"735","40-20-2-0-0","GO:1901361","organic cyclic compound catabolic process","4/22","114/4443",0.00210379816557089,0.0171625639822889,0.0128209306489085,"Tis11/Not1/AGO1/sqd",4
"736","40-20-2-0-0","GO:0009896","positive regulation of catabolic process","4/22","126/4443",0.00303438100715106,0.0239150367512753,0.0178652227004434,"Tis11/Not1/AGO1/CkIalpha",4
"737","40-20-2-0-0","GO:0009994","oocyte differentiation","4/22","131/4443",0.00349449763442707,0.0270823566668098,0.0202313020940515,"egh/Hrb27C/AGO1/sqd",4
"738","40-20-2-0-0","GO:0030707","ovarian follicle cell development","5/22","220/4443",0.00374765196888771,0.0285681666480784,0.0213412450342182,"egh/Hrb27C/rin/Not1/sqd",5
"739","40-20-2-0-0","GO:0002064","epithelial cell development","5/22","240/4443",0.00544536560967746,0.0395639845078128,0.0295554383419994,"egh/Hrb27C/rin/Not1/sqd",5
"740","41-11-0-0-0","GO:0051276","chromosome organization","15/47","337/4443",9.30236929629524e-07,0.000713491725025845,0.000619831554163673,"fs(1)Ya/lok/Su(var)3-7/polybromo/Slbp/Acf/krimp/cid/Mtor/Ada2b/Cap-G/Incenp/pgc/pav/HipHop",15
"741","41-11-0-0-0","GO:0051225","spindle assembly","5/47","47/4443",0.000117245096303936,0.0254275399106574,0.0220896627509039,"cid/Mtor/Incenp/pav/pbl",5
"742","41-11-0-0-0","GO:0000278","mitotic cell cycle","12/47","333/4443",0.000122350778015993,0.0254275399106574,0.0220896627509039,"fs(1)Ya/fzy/twe/lok/Slbp/geminin/cid/Mtor/Cap-G/Incenp/pav/pbl",12
"743","41-11-0-0-0","GO:0022402","cell cycle process","13/47","390/4443",0.000132607770068617,0.0254275399106574,0.0220896627509039,"fzy/twe/lok/Slbp/geminin/krimp/cid/Mtor/Cap-G/Incenp/pav/spd-2/pbl",13
"744","41-11-0-0-0","GO:0006338","chromatin remodeling","6/47","81/4443",0.000180174796004157,0.0271253966532618,0.0235646415721056,"Su(var)3-7/polybromo/Acf/Mtor/Ada2b/HipHop",6
"745","41-11-0-0-0","GO:0000070","mitotic sister chromatid segregation","6/47","89/4443",0.000302703910388649,0.0271253966532618,0.0235646415721056,"Slbp/cid/Mtor/Cap-G/Incenp/pav",6
"746","41-11-0-0-0","GO:0007051","spindle organization","6/47","93/4443",0.000384613936466714,0.0271253966532618,0.0235646415721056,"cid/Mtor/Incenp/pav/spd-2/pbl",6
"747","41-11-0-0-0","GO:0007049","cell cycle","14/47","494/4443",0.000386959496218664,0.0271253966532618,0.0235646415721056,"fs(1)Ya/fzy/twe/lok/Slbp/geminin/krimp/cid/Mtor/Cap-G/Incenp/pav/spd-2/pbl",14
"748","41-11-0-0-0","GO:0000819","sister chromatid segregation","6/47","97/4443",0.000482982308615668,0.0271253966532618,0.0235646415721056,"Slbp/cid/Mtor/Cap-G/Incenp/pav",6
"749","41-11-0-0-0","GO:0006325","chromatin organization","8/47","183/4443",0.000562082802238021,0.0271253966532618,0.0235646415721056,"Su(var)3-7/polybromo/Acf/cid/Mtor/Ada2b/pgc/HipHop",8
"750","41-11-0-0-0","GO:0061982","meiosis I cell cycle process","5/47","66/4443",0.000587897082976559,0.0271253966532618,0.0235646415721056,"fzy/twe/lok/krimp/pbl",5
"751","41-11-0-0-0","GO:1903047","mitotic cell cycle process","9/47","236/4443",0.000667483114861237,0.0271253966532618,0.0235646415721056,"twe/lok/Slbp/cid/Mtor/Cap-G/Incenp/pav/pbl",9
"752","41-11-0-0-0","GO:0006405","RNA export from nucleus","4/47","39/4443",0.000689582562032026,0.0271253966532618,0.0235646415721056,"Ref1/CG14712/Nup358/Mtor",4
"753","41-11-0-0-0","GO:0050657","nucleic acid transport","5/47","71/4443",0.000823348098131099,0.0271253966532618,0.0235646415721056,"Ref1/CG14712/Nup358/Slbp/Mtor",5
"754","41-11-0-0-0","GO:0050658","RNA transport","5/47","71/4443",0.000823348098131099,0.0271253966532618,0.0235646415721056,"Ref1/CG14712/Nup358/Slbp/Mtor",5
"755","41-11-0-0-0","GO:0000280","nuclear division","8/47","195/4443",0.000857277175747941,0.0271253966532618,0.0235646415721056,"fzy/twe/Slbp/cid/Mtor/Cap-G/Incenp/pav",8
"756","41-11-0-0-0","GO:0006606","protein import into nucleus","4/47","42/4443",0.000916877465539201,0.0271253966532618,0.0235646415721056,"CG14712/Nup358/Mtor/Pen",4
"757","41-11-0-0-0","GO:0030261","chromosome condensation","4/47","42/4443",0.000916877465539201,0.0271253966532618,0.0235646415721056,"fs(1)Ya/Slbp/Cap-G/Incenp",4
"758","41-11-0-0-0","GO:0051170","import into nucleus","4/47","42/4443",0.000916877465539201,0.0271253966532618,0.0235646415721056,"CG14712/Nup358/Mtor/Pen",4
"759","41-11-0-0-0","GO:0051236","establishment of RNA localization","5/47","73/4443",0.000934978911139563,0.0271253966532618,0.0235646415721056,"Ref1/CG14712/Nup358/Slbp/Mtor",5
"760","41-11-0-0-0","GO:0015931","nucleobase-containing compound transport","5/47","75/4443",0.0010575364530873,0.0285770993974036,0.0248257790689034,"Ref1/CG14712/Nup358/Slbp/Mtor",5
"761","41-11-0-0-0","GO:0048285","organelle fission","8/47","202/4443",0.00108049006848071,0.0285770993974036,0.0248257790689034,"fzy/twe/Slbp/cid/Mtor/Cap-G/Incenp/pav",8
"762","41-11-0-0-0","GO:0140014","mitotic nuclear division","6/47","115/4443",0.00119163365797891,0.0304661005223274,0.026466810719321,"Slbp/cid/Mtor/Cap-G/Incenp/pav",6
"763","41-11-0-0-0","GO:0065004","protein-DNA complex assembly","4/47","46/4443",0.0012960228200109,0.0310640469671364,0.0269862646403586,"Su(var)3-7/Acf/cid/HipHop",4
"764","41-11-0-0-0","GO:0098813","nuclear chromosome segregation","6/47","118/4443",0.001362583131357,0.0316697352045703,0.0275124440876868,"Slbp/cid/Mtor/Cap-G/Incenp/pav",6
"765","41-11-0-0-0","GO:0034504","protein localization to nucleus","4/47","48/4443",0.00152166097256032,0.0333461133129648,0.0289687637783665,"CG14712/Nup358/Mtor/Pen",4
"766","41-11-0-0-0","GO:0031497","chromatin assembly","5/47","85/4443",0.00185745236757481,0.0395740546091633,0.0343791622419548,"Su(var)3-7/Acf/cid/pgc/HipHop",5
"767","41-11-0-0-0","GO:0040029","regulation of gene expression, epigenetic","5/47","88/4443",0.00216656880237483,0.0449123857140944,0.0390167297838767,"Su(var)3-7/Acf/cid/Mtor/pgc",5
"768","41-11-0-0-0","GO:0031123","RNA 3'-end processing","4/47","54/4443",0.00236117233557876,0.0476302370611135,0.0413778083574897,"Wdr33/Trf4-2/Slbp/Cpsf6",4
"769","41-11-0-0-0","GO:0007059","chromosome segregation","6/47","132/4443",0.00242187646073458,0.0476302370611135,0.0413778083574897,"Slbp/cid/Mtor/Cap-G/Incenp/pav",6
"770","42-13-4-1-1","GO:0021700","developmental maturation","8/31","159/4443",8.82123693312331e-06,0.00751569386702106,0.00635129059184878,"Arf79F/chic/eff/14-3-3epsilon/Rab11/bic/mgl/ndl",8
"771","42-13-4-1-1","GO:0048469","cell maturation","7/31","142/4443",4.05983129406425e-05,0.0131968643497443,0.0111522797321783,"Arf79F/chic/eff/14-3-3epsilon/Rab11/bic/ndl",7
"772","42-13-4-1-1","GO:0071695","anatomical structure maturation","7/31","145/4443",4.64678322174096e-05,0.0131968643497443,0.0111522797321783,"Arf79F/chic/eff/14-3-3epsilon/Rab11/bic/ndl",7
"773","42-13-4-1-1","GO:0001700","embryonic development via the syncytial blastoderm","6/31","111/4443",9.3948457573693e-05,0.0178949010119496,0.015122451559394,"kirre/chic/Rab11/bic/oc/Rab5",6
"774","42-13-4-1-1","GO:0051235","maintenance of location","5/31","71/4443",0.000111200379419338,0.0178949010119496,0.015122451559394,"Arf79F/chic/14-3-3epsilon/spidey/KdelR",5
"775","42-13-4-1-1","GO:0009792","embryo development ending in birth or egg hatching","6/31","117/4443",0.000126020429661617,0.0178949010119496,0.015122451559394,"kirre/chic/Rab11/bic/oc/Rab5",6
"776","42-13-4-1-1","GO:0022402","cell cycle process","10/31","390/4443",0.000199090665771063,0.0242321781767065,0.0204778970507379,"Arf79F/Ubc6/chic/eff/14-3-3epsilon/Rab11/spidey/Pp2A-29B/His3.3B/REG",10
"777","42-13-4-1-1","GO:0007049","cell cycle","11/31","494/4443",0.000303903335281204,0.0273796808843524,0.0231377584938189,"Arf79F/Ubc6/chic/CG6770/eff/14-3-3epsilon/Rab11/spidey/Pp2A-29B/His3.3B/REG",11
"778","42-13-4-1-1","GO:0007140","male meiotic nuclear division","4/31","51/4443",0.000385629308230315,0.0273796808843524,0.0231377584938189,"Arf79F/eff/Rab11/His3.3B",4
"779","42-13-4-1-1","GO:0009798","axis specification","6/31","146/4443",0.000423820043646257,0.0277765136297393,0.0234731101096389,"chic/14-3-3epsilon/Rab11/bic/oc/ndl",6
"780","42-13-4-1-1","GO:0051128","regulation of cellular component organization","10/31","433/4443",0.000470030707878868,0.0281570928511846,0.0237947263531138,"kirre/Arf79F/chic/dmGlut/14-3-3epsilon/Rab11/Fis1/spidey/mgl/Rab5",10
"781","42-13-4-1-1","GO:0007309","oocyte axis specification","5/31","101/4443",0.000583822600087857,0.0310885534546784,0.0262720170039535,"chic/14-3-3epsilon/Rab11/bic/ndl",5
"782","42-13-4-1-1","GO:0060560","developmental growth involved in morphogenesis","4/31","59/4443",0.000675475168877122,0.0330322459808579,0.0279145740683306,"chic/Rab11/disco-r/Rab5",4
"783","42-13-4-1-1","GO:0007308","oocyte construction","5/31","105/4443",0.000697864351708266,0.0330322459808579,0.0279145740683306,"chic/14-3-3epsilon/Rab11/bic/ndl",5
"784","42-13-4-1-1","GO:0007028","cytoplasm organization","4/31","64/4443",0.000920305871111632,0.0398366308460118,0.0336647584614184,"chic/Rab11/bic/Rab5",4
"785","42-13-4-1-1","GO:0050793","regulation of developmental process","9/31","387/4443",0.000935132179483845,0.0398366308460118,0.0336647584614184,"kirre/Arf79F/chic/dmGlut/eff/14-3-3epsilon/Rab11/Fis1/oc",9
"786","42-13-4-1-1","GO:0022603","regulation of anatomical structure morphogenesis","5/31","114/4443",0.00101506720157485,0.0408961019839617,0.0345600861836296,"chic/dmGlut/14-3-3epsilon/Rab11/Fis1",5
"787","42-13-4-1-1","GO:0048599","oocyte development","5/31","115/4443",0.00105600263338868,0.0408961019839617,0.0345600861836296,"chic/14-3-3epsilon/Rab11/bic/ndl",5
"788","45-15-6-0-0","GO:0009966","regulation of signal transduction","12/31","471/4443",3.74298474831917e-05,0.0283343945447761,0.0246642994994505,"Ptp4E/Ssdp/mask/gro/krz/otu/RhoGEF2/mbt/chrb/Ptp61F/wcy/Gug",12
"789","45-15-6-0-0","GO:0007173","epidermal growth factor receptor signaling pathway","4/31","44/4443",0.000216750806798159,0.0402939362017152,0.0350747466624122,"Ptp4E/gro/Ptp61F/Gug",4
