Tissue,Module,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count
body,3,GO:0007400,neuroblast fate determination,7/356,11/4443,4.9830405642324425e-6,7.82379958674786e-5,5.3080702006758544e-5,7
body,3,GO:0048749,compound eye development,36/356,208/4443,5.485022473939744e-6,8.538971427650261e-5,5.793279758380604e-5,36
body,3,GO:0007552,metamorphosis,44/356,278/4443,5.599675337281372e-6,8.644204701332673e-5,5.864675452756431e-5,44
body,3,GO:0007010,cytoskeleton organization,57/356,400/4443,6.379671229572421e-6,9.766213373937115e-5,6.625904154222585e-5,57
body,3,GO:0007476,imaginal disc-derived wing morphogenesis,32/356,177/4443,7.347716714836011e-6,1.1033899470552907e-4,7.485967952975184e-5,32
body,3,GO:0016571,histone methylation,13/356,40/4443,7.38796752791512e-6,1.1033899470552907e-4,7.485967952975184e-5,13
body,3,GO:0018022,peptidyl-lysine methylation,13/356,40/4443,7.38796752791512e-6,1.1033899470552907e-4,7.485967952975184e-5,13
body,3,GO:0031399,regulation of protein modification process,27/356,137/4443,7.5617206847418704e-6,1.1202323304734529e-4,7.600235391115769e-5,27
body,3,GO:2000026,regulation of multicellular organismal development,30/356,162/4443,8.740765619754792e-6,1.2757492770811143e-4,8.655342773194507e-5,30
body,3,GO:0051128,regulation of cellular component organization,60/356,433/4443,8.750376097562352e-6,1.2757492770811143e-4,8.655342773194507e-5,60
body,3,GO:0140014,mitotic nuclear division,24/356,115/4443,8.878406875918757e-6,1.284223104808091e-4,8.712833602227773e-5,24
body,3,GO:0051961,negative regulation of nervous system development,16/356,59/4443,9.237134276469919e-6,1.3104289573228313e-4,8.89062765647785e-5,16
body,3,GO:0045786,negative regulation of cell cycle,19/356,79/4443,9.245409426066533e-6,1.3104289573228313e-4,8.89062765647785e-5,19
body,3,GO:1902806,regulation of cell cycle G1/S phase transition,9/356,20/4443,9.344920708181322e-6,1.3104289573228313e-4,8.89062765647785e-5,9
body,3,GO:2000045,regulation of G1/S transition of mitotic cell cycle,9/356,20/4443,9.344920708181322e-6,1.3104289573228313e-4,8.89062765647785e-5,9
body,3,GO:0051301,cell division,33/356,188/4443,1.0143696795030482e-5,1.411664470641742e-4,9.577461726727345e-5,33
body,3,GO:0048707,instar larval or pupal morphogenesis,42/356,267/4443,1.0931528529291934e-5,1.509866008143555e-4,1.0243711736194421e-4,42
body,3,GO:0042127,regulation of cell population proliferation,26/356,132/4443,1.133061944454e-5,1.5533095462402972e-4,1.0538455162871456e-4,26
body,3,GO:0051098,regulation of binding,8/356,16/4443,1.1418357444068755e-5,1.553742416648467e-4,1.0541391979553534e-4,8
body,3,GO:0017148,negative regulation of translation,16/356,60/4443,1.1690120930471855e-5,1.5790258933291764e-4,1.0712928159194023e-4,16
body,3,GO:0098813,nuclear chromosome segregation,24/356,118/4443,1.4109307575764003e-5,1.8892912445702168e-4,1.281792873719243e-4,24
body,3,GO:0031056,regulation of histone modification,11/356,31/4443,1.4661660951324536e-5,1.8892912445702168e-4,1.281792873719243e-4,11
body,3,GO:0045448,"mitotic cell cycle, embryonic",11/356,31/4443,1.4661660951324536e-5,1.8892912445702168e-4,1.281792873719243e-4,11
body,3,GO:0050768,negative regulation of neurogenesis,11/356,31/4443,1.4661660951324536e-5,1.8892912445702168e-4,1.281792873719243e-4,11
body,3,GO:0009896,positive regulation of catabolic process,25/356,126/4443,1.4692322616184382e-5,1.8892912445702168e-4,1.281792873719243e-4,25
body,3,GO:1901988,negative regulation of cell cycle phase transition,16/356,61/4443,1.4707057592462766e-5,1.8892912445702168e-4,1.281792873719243e-4,16
body,3,GO:2000113,negative regulation of cellular macromolecule biosynthetic process,16/356,61/4443,1.4707057592462766e-5,1.8892912445702168e-4,1.281792873719243e-4,16
body,3,GO:0007526,larval somatic muscle development,9/356,21/4443,1.520951320178255e-5,1.9268879828741064e-4,1.3073004450751753e-4,9
body,3,GO:0051303,establishment of chromosome localization,9/356,21/4443,1.520951320178255e-5,1.9268879828741064e-4,1.3073004450751753e-4,9
body,3,GO:0040007,growth,42/356,271/4443,1.5953388486145804e-5,2.0072859348664276e-4,1.3618465730062462e-4,42
body,3,GO:0007447,imaginal disc pattern formation,15/356,55/4443,1.6378521194929806e-5,2.0467580568085753e-4,1.3886265015966267e-4,15
body,3,GO:0032989,cellular component morphogenesis,49/356,336/4443,1.656460897020632e-5,2.056026126910068e-4,1.3949144395963216e-4,49
body,3,GO:0051960,regulation of nervous system development,25/356,128/4443,1.9559039672202366e-5,2.411406434754077e-4,1.6360228168059063e-4,25
body,3,GO:0035186,syncytial blastoderm mitotic cell cycle,8/356,17/4443,2.007305957565642e-5,2.458280696032056e-4,1.6678247394791022e-4,8
body,3,GO:0034249,negative regulation of cellular amide metabolic process,16/356,63/4443,2.2887622234611556e-5,2.7844080824491015e-4,1.8890864221526724e-4,16
body,3,GO:0050000,chromosome localization,9/356,22/4443,2.3939682332352152e-5,2.881099392366389e-4,1.9546868066136464e-4,9
body,3,GO:0010948,negative regulation of cell cycle process,17/356,70/4443,2.3996091836257896e-5,2.881099392366389e-4,1.9546868066136464e-4,17
body,3,GO:0022603,regulation of anatomical structure morphogenesis,23/356,114/4443,2.4529912419313618e-5,2.9260681243038387e-4,1.9851959196491678e-4,23
body,3,GO:0009886,post-embryonic animal morphogenesis,42/356,276/4443,2.5200911367854054e-5,2.9867144634030903e-4,2.0263415320569917e-4,42
body,3,GO:0016310,phosphorylation,38/356,240/4443,2.5504842816942327e-5,3.003358734277119e-4,2.037633866076904e-4,38
body,3,GO:0040011,locomotion,47/356,324/4443,2.8954567747079687e-5,3.387868850406712e-4,2.2985054115013312e-4,47
body,3,GO:0035222,wing disc pattern formation,13/356,45/4443,3.095303093753287e-5,3.58267464971377e-4,2.43067173896863e-4,13
body,3,GO:0007167,enzyme linked receptor protein signaling pathway,29/356,164/4443,3.100954106175773e-5,3.58267464971377e-4,2.43067173896863e-4,29
body,3,GO:0006277,DNA amplification,8/356,18/4443,3.3629224961432186e-5,3.813388040379687e-4,2.5871996331602154e-4,8
body,3,GO:0007307,eggshell chorion gene amplification,8/356,18/4443,3.3629224961432186e-5,3.813388040379687e-4,2.5871996331602154e-4,8
body,3,GO:0033301,cell cycle comprising mitosis without cytokinesis,8/356,18/4443,3.3629224961432186e-5,3.813388040379687e-4,2.5871996331602154e-4,8
body,3,GO:0051052,regulation of DNA metabolic process,14/356,52/4443,3.68847161113956e-5,4.156884877094093e-4,2.8202456490728054e-4,14
body,3,GO:0000902,cell morphogenesis,46/356,318/4443,3.8214465986247836e-5,4.2804862205327607e-4,2.904103191766203e-4,46
body,3,GO:0060284,regulation of cell development,21/356,102/4443,4.0496694004933586e-5,4.508631932549272e-4,3.0588890399898795e-4,21
body,3,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,25/356,134/4443,4.415435474265868e-5,4.886237931461686e-4,3.315076475289022e-4,25
body,3,GO:0006928,movement of cell or subcellular component,50/356,358/4443,4.4463702796549416e-5,4.891007307620436e-4,3.318312266694895e-4,50
body,3,GO:0051225,spindle assembly,13/356,47/4443,5.14426964493971e-5,5.625013891520386e-4,3.816300287975324e-4,13
body,3,GO:0050767,regulation of neurogenesis,17/356,74/4443,5.1845911887365784e-5,5.635558587993547e-4,3.823454355318661e-4,17
body,3,GO:0030855,epithelial cell differentiation,40/356,266/4443,5.272316397702547e-5,5.697203072105635e-4,3.8652771609162947e-4,40
body,3,GO:0008587,imaginal disc-derived wing margin morphogenesis,12/356,41/4443,5.43774331338094e-5,5.841599103322098e-4,3.9632428950711195e-4,12
body,3,GO:0000070,mitotic sister chromatid segregation,19/356,89/4443,5.6026054292540104e-5,5.983712891592801e-4,4.0596602375989895e-4,19
body,3,GO:0000819,sister chromatid segregation,20/356,97/4443,6.050205296789611e-5,6.424408745781801e-4,4.3586510930324914e-4,20
body,3,GO:0006479,protein methylation,13/356,48/4443,6.552290759008105e-5,6.878033213884508e-4,4.6664133886710355e-4,13
body,3,GO:0008213,protein alkylation,13/356,48/4443,6.552290759008105e-5,6.878033213884508e-4,4.6664133886710355e-4,13
body,3,GO:0045814,"negative regulation of gene expression, epigenetic",16/356,69/4443,7.641414085789898e-5,7.975725952043207e-4,5.411144902856005e-4,16
body,3,GO:0007259,receptor signaling pathway via JAK-STAT,9/356,25/4443,7.91344442374458e-5,8.166852475516176e-4,5.540815019345702e-4,9
body,3,GO:0097696,receptor signaling pathway via STAT,9/356,25/4443,7.91344442374458e-5,8.166852475516176e-4,5.540815019345702e-4,9
body,3,GO:0007056,spindle assembly involved in female meiosis,6/356,11/4443,8.293897542698652e-5,8.464383214409681e-4,5.742675257634622e-4,6
body,3,GO:0048056,R3/R4 cell differentiation,6/356,11/4443,8.293897542698652e-5,8.464383214409681e-4,5.742675257634622e-4,6
body,3,GO:0048663,neuron fate commitment,14/356,56/4443,8.996770111425987e-5,9.130976074414111e-4,6.194926322726588e-4,14
body,3,GO:0040008,regulation of growth,32/356,200/4443,9.344227721235752e-5,9.431508969181361e-4,6.398823378798804e-4,32
body,3,GO:0007143,female meiotic nuclear division,11/356,37/4443,9.534584599900016e-5,9.571055688533514e-4,6.493499089031705e-4,11
body,3,GO:0007051,spindle organization,19/356,93/4443,1.0538331486952507e-4,0.0010521149424745518,7.138091808095977e-4,19
body,3,GO:0007173,epidermal growth factor receptor signaling pathway,12/356,44/4443,1.1643065636703334e-4,0.0011499092244421519,7.801578785431098e-4,12
body,3,GO:0038127,ERBB signaling pathway,12/356,44/4443,1.1643065636703334e-4,0.0011499092244421519,7.801578785431098e-4,12
body,3,GO:0006935,chemotaxis,25/356,142/4443,1.1902037033117749e-4,0.0011692001085474495,7.932458118328971e-4,25
body,3,GO:0042023,DNA endoreduplication,7/356,16/4443,1.2120164207598389e-4,0.001184294768582885,8.034868097310466e-4,7
body,3,GO:0046425,regulation of receptor signaling pathway via JAK-STAT,8/356,21/4443,1.261428692229858e-4,0.001219602372434868,8.274413139059014e-4,8
body,3,GO:1904892,regulation of receptor signaling pathway via STAT,8/356,21/4443,1.261428692229858e-4,0.001219602372434868,8.274413139059014e-4,8
body,3,GO:0007350,blastoderm segmentation,23/356,127/4443,1.4364215344634092e-4,0.0013815216538268498,9.372957270899294e-4,23
body,3,GO:0007525,somatic muscle development,12/356,45/4443,1.4751342925048812e-4,0.0014113654663184725,9.575433126786071e-4,12
body,3,GO:0042330,taxis,27/356,161/4443,1.5002296106988178e-4,0.0014279387538102218,9.687874879015002e-4,27
body,3,GO:0006275,regulation of DNA replication,9/356,27/4443,1.5712185161258734e-4,0.0014877981516099122,0.0010093991986397364,9
body,3,GO:0140694,non-membrane-bounded organelle assembly,26/356,153/4443,1.594133254607221e-4,0.0015017552762633154,0.001018868433713873,26
body,3,GO:0031331,positive regulation of cellular catabolic process,21/356,112/4443,1.684508465047088e-4,0.0015787969644344394,0.0010711374987195234,21
body,3,GO:0033043,regulation of organelle organization,33/356,216/4443,1.8145787007188056e-4,0.0016920716107717997,0.001147988876115985,33
body,3,GO:0030030,cell projection organization,45/356,329/4443,1.8358323623423527e-4,0.0017032444695065162,0.0011555691212192163,45
body,3,GO:0010628,positive regulation of gene expression,22/356,121/4443,1.887308713759353e-4,0.0017422040739577542,0.0011820013314419856,22
body,3,GO:0031507,heterochromatin assembly,15/356,67/4443,1.9502562320952789e-4,0.0017913103491795138,0.0012153175677899002,15
body,3,GO:0030036,actin cytoskeleton organization,33/356,217/4443,1.9848483292650228e-4,0.001814013124805894,0.0012307203047131642,33
body,3,GO:0048592,eye morphogenesis,28/356,173/4443,2.1200304020209545e-4,0.0019184708613362036,0.001301589834582738,28
body,3,GO:0090596,sensory organ morphogenesis,28/356,173/4443,2.1200304020209545e-4,0.0019184708613362036,0.001301589834582738,28
body,3,GO:0008586,imaginal disc-derived wing vein morphogenesis,9/356,28/4443,2.154293858758134e-4,0.0019399204992836727,0.0013161423781061048,9
body,3,GO:0097485,neuron projection guidance,24/356,139/4443,2.2214471370143974e-4,0.0019906333613148525,0.0013505486060205632,24
body,3,GO:0120036,plasma membrane bounded cell projection organization,44/356,324/4443,2.566568241040056e-4,0.0022887309994129045,0.0015527934580436516,44
body,3,GO:0048666,neuron development,45/356,334/4443,2.6124086081822685e-4,0.002318354885618757,0.0015728918342678905,45
body,3,GO:0009952,anterior/posterior pattern specification,22/356,124/4443,2.721960510288722e-4,0.0024039622391347996,0.0016309722895657124,22
body,3,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,9/356,29/4443,2.9064412407194413e-4,0.002542444075810292,0.001724925528326726,9
body,3,GO:1901184,regulation of ERBB signaling pathway,9/356,29/4443,2.9064412407194413e-4,0.002542444075810292,0.001724925528326726,9
body,3,GO:0051310,metaphase plate congression,7/356,18/4443,2.9276773837652814e-4,0.002544742128450976,0.001726484646068221,7
body,3,GO:0002064,epithelial cell development,35/356,240/4443,2.9367737138356393e-4,0.002544742128450976,0.001726484646068221,35
body,3,GO:0009894,regulation of catabolic process,31/356,204/4443,3.1537659372358085e-4,0.0026975863579595206,0.0018301820747924666,31
body,3,GO:0008356,asymmetric cell division,17/356,85/4443,3.1766167351497763e-4,0.0026975863579595206,0.0018301820747924666,17
body,3,GO:0048812,neuron projection morphogenesis,35/356,241/4443,3.186588131068133e-4,0.0026975863579595206,0.0018301820747924666,35
body,3,GO:0048858,cell projection morphogenesis,35/356,241/4443,3.186588131068133e-4,0.0026975863579595206,0.0018301820747924666,35
body,3,GO:0120039,plasma membrane bounded cell projection morphogenesis,35/356,241/4443,3.186588131068133e-4,0.0026975863579595206,0.0018301820747924666,35
body,3,GO:0140013,meiotic nuclear division,19/356,101/4443,3.2851534079874673e-4,0.0027682691791160448,0.001878136955604617,19
body,3,GO:0030261,chromosome condensation,11/356,42/4443,3.3116744910287283e-4,0.0027778749041186186,0.0018846539761490095,11
body,3,GO:0007306,eggshell chorion assembly,14/356,63/4443,3.4514041250453055e-4,0.0028759537081961997,0.0019511957083942928,14
body,3,GO:0034248,regulation of cellular amide metabolic process,24/356,143/4443,3.459911646768427e-4,0.0028759537081961997,0.0019511957083942928,24
body,3,GO:0030865,cortical cytoskeleton organization,12/356,49/4443,3.5276476442988217e-4,0.0029190489741337546,0.001980433765220391,12
body,3,GO:0022604,regulation of cell morphogenesis,13/356,56/4443,3.5567467213388094e-4,0.0029299299224660952,0.0019878159632122495,13
body,3,GO:0048589,developmental growth,33/356,224/4443,3.635424436213704e-4,0.002958037151457319,0.002006885360757222,33
body,3,GO:0007530,sex determination,8/356,24/4443,3.679651857971394e-4,0.002958037151457319,0.002006885360757222,8
body,3,GO:0008293,torso signaling pathway,8/356,24/4443,3.679651857971394e-4,0.002958037151457319,0.002006885360757222,8
body,3,GO:0032506,cytokinetic process,10/356,36/4443,3.682833494378894e-4,0.002958037151457319,0.002006885360757222,10
body,3,GO:0070192,chromosome organization involved in meiotic cell cycle,10/356,36/4443,3.682833494378894e-4,0.002958037151457319,0.002006885360757222,10
body,3,GO:1903311,regulation of mRNA metabolic process,20/356,110/4443,3.6874823499386287e-4,0.002958037151457319,0.002006885360757222,20
body,3,GO:0045926,negative regulation of growth,15/356,71/4443,3.8346805539392386e-4,0.003049484059561204,0.002068927671845094,15
body,3,GO:0070828,heterochromatin organization,15/356,71/4443,3.8346805539392386e-4,0.003049484059561204,0.002068927671845094,15
body,3,GO:0030029,actin filament-based process,33/356,225/4443,3.9512870718776366e-4,0.0031286699788962147,0.002122651494148422,33
body,3,GO:0016573,histone acetylation,13/356,57/4443,4.280411002191513e-4,0.0033747274725432655,0.0022895896212309697,13
body,3,GO:1902807,negative regulation of cell cycle G1/S phase transition,6/356,14/4443,4.3776174331211043e-4,0.003421992861550412,0.002321656905180465,6
body,3,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,6/356,14/4443,4.3776174331211043e-4,0.003421992861550412,0.002321656905180465,6
body,3,GO:0060322,head development,15/356,72/4443,4.4977769768101523e-4,0.0035010238586441734,0.0023752756202244517,15
body,3,GO:0009798,axis specification,24/356,146/4443,4.7533006421460704e-4,0.003684309400684528,0.0024996260094607807,24
body,3,GO:0007422,peripheral nervous system development,9/356,31/4443,5.065884837435604e-4,0.003874612977376848,0.0026287377963007123,9
body,3,GO:0006470,protein dephosphorylation,13/356,58/4443,5.125367972282104e-4,0.003874612977376848,0.0026287377963007123,13
body,3,GO:0006475,internal protein amino acid acetylation,13/356,58/4443,5.125367972282104e-4,0.003874612977376848,0.0026287377963007123,13
body,3,GO:0018393,internal peptidyl-lysine acetylation,13/356,58/4443,5.125367972282104e-4,0.003874612977376848,0.0026287377963007123,13
body,3,GO:0018394,peptidyl-lysine acetylation,13/356,58/4443,5.125367972282104e-4,0.003874612977376848,0.0026287377963007123,13
body,3,GO:0032990,cell part morphogenesis,35/356,247/4443,5.12537263746638e-4,0.003874612977376848,0.0026287377963007123,35
body,3,GO:0045930,negative regulation of mitotic cell cycle,12/356,51/4443,5.241747039007663e-4,0.003946348078138147,0.0026774065980090913,12
body,3,GO:0031175,neuron projection development,36/356,257/4443,5.326209852483953e-4,0.003993570407760417,0.0027094446682453277,36
body,3,GO:0009953,dorsal/ventral pattern formation,18/356,97/4443,5.585711231231517e-4,0.0041711185088505265,0.0028299024808635495,18
body,3,GO:0030707,ovarian follicle cell development,32/356,220/4443,5.626764906887333e-4,0.004184764021842927,0.0028391603024737273,32
body,3,GO:0051656,establishment of organelle localization,21/356,122/4443,5.712930971560849e-4,0.004231715401111807,0.002871014545979646,21
body,3,GO:0006607,NLS-bearing protein import into nucleus,5/356,10/4443,5.774473299099113e-4,0.004260123474074325,0.0028902880516310926,5
body,3,GO:0043488,regulation of mRNA stability,10/356,38/4443,5.924618556920999e-4,0.00435340971562555,0.002953578261639774,10
body,3,GO:0007409,axonogenesis,27/356,175/4443,6.045425966134607e-4,0.004424481075613256,0.0030017967472859616,27
body,3,GO:0048646,anatomical structure formation involved in morphogenesis,42/356,317/4443,6.076798698085413e-4,0.004429793336659883,0.003005400859871817,42
body,3,GO:0032259,methylation,15/356,74/4443,6.122462670055054e-4,0.004445440286518235,0.0030160165597441996,15
body,3,GO:2000736,regulation of stem cell differentiation,7/356,20/4443,6.194625498674204e-4,0.0044801287563246105,0.003039551011367699,7
body,3,GO:0007304,chorion-containing eggshell formation,16/356,82/4443,6.339551961946247e-4,0.004566963511409904,0.003098464199357836,16
body,3,GO:0007127,meiosis I,9/356,32/4443,6.5590725918988e-4,0.004670161376479882,0.003168478967281999,9
body,3,GO:0007450,"dorsal/ventral pattern formation, imaginal disc",9/356,32/4443,6.5590725918988e-4,0.004670161376479882,0.003168478967281999,9
body,3,GO:0048190,wing disc dorsal/ventral pattern formation,9/356,32/4443,6.5590725918988e-4,0.004670161376479882,0.003168478967281999,9
body,3,GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,6/356,15/4443,6.808219354871707e-4,0.004791838680038056,0.003251031141830248,6
body,3,GO:0035019,somatic stem cell population maintenance,6/356,15/4443,6.808219354871707e-4,0.004791838680038056,0.003251031141830248,6
body,3,GO:1904029,regulation of cyclin-dependent protein kinase activity,6/356,15/4443,6.808219354871707e-4,0.004791838680038056,0.003251031141830248,6
body,3,GO:0010608,post-transcriptional regulation of gene expression,23/356,141/4443,6.958589557867715e-4,0.004878980541146181,0.0033101526864264263,23
body,3,GO:0006473,protein acetylation,13/356,60/4443,7.243741714209743e-4,0.005059602102282623,0.0034326956932656935,13
body,3,GO:0030703,eggshell formation,16/356,83/4443,7.291635438875049e-4,0.005073762992883888,0.0034423031736953978,16
body,3,GO:0008360,regulation of cell shape,10/356,39/4443,7.410839652218432e-4,0.005117937007941827,0.003472273109705827,10
body,3,GO:0061013,regulation of mRNA catabolic process,10/356,39/4443,7.410839652218432e-4,0.005117937007941827,0.003472273109705827,10
body,3,GO:0001745,compound eye morphogenesis,26/356,169/4443,7.963613302903598e-4,0.0054790852574658835,0.00371729475680578,26
body,3,GO:0000281,mitotic cytokinesis,9/356,33/4443,8.393370191577951e-4,0.005689528059752287,0.0038600700356684,9
body,3,GO:0045466,R7 cell differentiation,9/356,33/4443,8.393370191577951e-4,0.005689528059752287,0.0038600700356684,9
body,3,GO:0048863,stem cell differentiation,9/356,33/4443,8.393370191577951e-4,0.005689528059752287,0.0038600700356684,9
body,3,GO:1903313,positive regulation of mRNA metabolic process,9/356,33/4443,8.393370191577951e-4,0.005689528059752287,0.0038600700356684,9
body,3,GO:0060070,canonical Wnt signaling pathway,14/356,69/4443,9.163444420873523e-4,0.006139676671463967,0.004165474130598136,14
body,3,GO:0048598,embryonic morphogenesis,22/356,135/4443,9.187221769702048e-4,0.006139676671463967,0.004165474130598136,22
body,3,GO:0043487,regulation of RNA stability,10/356,40/4443,9.191132741712526e-4,0.006139676671463967,0.004165474130598136,10
body,3,GO:1901991,negative regulation of mitotic cell cycle phase transition,10/356,40/4443,9.191132741712526e-4,0.006139676671463967,0.004165474130598136,10
body,3,GO:0009967,positive regulation of signal transduction,35/356,255/4443,9.306126100320242e-4,0.006193968712423292,0.004202308658573291,35
body,3,GO:0030866,cortical actin cytoskeleton organization,11/356,47/4443,9.358041327582813e-4,0.006206036793779649,0.004210496268994129,11
body,3,GO:0048667,cell morphogenesis involved in neuron differentiation,33/356,236/4443,9.410277162651822e-4,0.006218229909277481,0.0042187687090419375,33
body,3,GO:0031497,chromatin assembly,16/356,85/4443,9.56578090128684e-4,0.006298329575506783,0.004273112464487311,16
body,3,GO:0009794,"regulation of mitotic cell cycle, embryonic",5/356,11/4443,9.895376253123487e-4,0.0064006359778126225,0.004342522417975616,5
body,3,GO:0035065,regulation of histone acetylation,5/356,11/4443,9.895376253123487e-4,0.0064006359778126225,0.004342522417975616,5
body,3,GO:0051101,regulation of DNA binding,5/356,11/4443,9.895376253123487e-4,0.0064006359778126225,0.004342522417975616,5
body,3,GO:1901983,regulation of protein acetylation,5/356,11/4443,9.895376253123487e-4,0.0064006359778126225,0.004342522417975616,5
body,3,GO:2000756,regulation of peptidyl-lysine acetylation,5/356,11/4443,9.895376253123487e-4,0.0064006359778126225,0.004342522417975616,5
body,3,GO:0032465,regulation of cytokinesis,6/356,16/4443,0.0010165941115338843,0.006552573273290336,0.004445604535756672,6
body,3,GO:0061564,axon development,27/356,181/4443,0.0010302332882441776,0.006617267659106834,0.004489496552378014,27
body,3,GO:0032880,regulation of protein localization,14/356,70/4443,0.0010639979992417257,0.006810328657167422,0.004620479116457742,14
body,3,GO:0001700,embryonic development via the syncytial blastoderm,19/356,111/4443,0.0011129678537963475,0.007099034539666286,0.0048163521158438435,19
body,3,GO:0032879,regulation of localization,40/356,307/4443,0.0011496231647072192,0.007307466275318899,0.004957762983111811,40
body,3,GO:0050779,RNA destabilization,8/356,28/4443,0.0011696623431629448,0.007383744757355084,0.005009514249610876,8
body,3,GO:0061157,mRNA destabilization,8/356,28/4443,0.0011696623431629448,0.007383744757355084,0.005009514249610876,8
body,3,GO:0048584,positive regulation of response to stimulus,41/356,318/4443,0.001228783963065754,0.007730397740245857,0.005244701558290746,41
body,3,GO:0016055,Wnt signaling pathway,15/356,79/4443,0.0012501045964905377,0.007837686497450914,0.005317491798975379,15
body,3,GO:0050832,defense response to fungus,9/356,35/4443,0.0013311680577753648,0.00831753646984131,0.005643046832817873,9
body,3,GO:0006417,regulation of translation,19/356,113/4443,0.0013880256646548956,0.008643400494817094,0.0058641298374715305,19
body,3,GO:0006259,DNA metabolic process,28/356,194/4443,0.0014055720814529773,0.008723094302801078,0.005918198237696746,28
body,3,GO:0006401,RNA catabolic process,15/356,80/4443,0.0014289684609829242,0.008838434554968458,0.0059964510288987504,15
body,3,GO:0007379,segment specification,6/356,17/4443,0.0014663772724653396,0.008979116831729429,0.006091897159996358,6
body,3,GO:0030308,negative regulation of cell growth,6/356,17/4443,0.0014663772724653396,0.008979116831729429,0.006091897159996358,6
body,3,GO:0090306,meiotic spindle assembly,6/356,17/4443,0.0014663772724653396,0.008979116831729429,0.006091897159996358,6
body,3,GO:0035172,hemocyte proliferation,8/356,29/4443,0.0015045264266261764,0.009121501801030647,0.006188498485757836,8
body,3,GO:0044786,cell cycle DNA replication,8/356,29/4443,0.0015045264266261764,0.009121501801030647,0.006188498485757836,8
body,3,GO:0061014,positive regulation of mRNA catabolic process,8/356,29/4443,0.0015045264266261764,0.009121501801030647,0.006188498485757836,8
body,3,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,7/356,23/4443,0.0015870129861336084,0.009558501165663733,0.006484981451534745,7
body,3,GO:1901185,negative regulation of ERBB signaling pathway,7/356,23/4443,0.0015870129861336084,0.009558501165663733,0.006484981451534745,7
body,3,GO:0006260,DNA replication,15/356,81/4443,0.0016288282913716346,0.009732281759669854,0.006602883192533082,15
body,3,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,15/356,81/4443,0.0016288282913716346,0.009732281759669854,0.006602883192533082,15
body,3,GO:0043414,macromolecule methylation,14/356,73/4443,0.0016319064537072402,0.009732281759669854,0.006602883192533082,14
body,3,GO:0007411,axon guidance,21/356,132/4443,0.0016370577374730457,0.009732281759669854,0.006602883192533082,21
body,3,GO:0031400,negative regulation of protein modification process,10/356,43/4443,0.001673678489193661,0.009917894789189533,0.006728812669627485,10
body,3,GO:0070925,organelle assembly,29/356,206/4443,0.001721128659785561,0.01016628086182018,0.0068973306251010474,29
body,3,GO:0000904,cell morphogenesis involved in differentiation,35/356,264/4443,0.001735987037376206,0.010221180088654136,0.0069345770993705395,35
body,3,GO:0051493,regulation of cytoskeleton organization,19/356,116/4443,0.0019080503129906994,0.011145267055871313,0.007561525481564127,19
body,3,GO:0031570,DNA integrity checkpoint signaling,8/356,30/4443,0.0019111372469240411,0.011145267055871313,0.007561525481564127,8
body,3,GO:0046777,protein autophosphorylation,8/356,30/4443,0.0019111372469240411,0.011145267055871313,0.007561525481564127,8
body,3,GO:0001752,compound eye photoreceptor fate commitment,10/356,44/4443,0.00201512553472722,0.011640835243062588,0.007897744565101056,10
body,3,GO:0007369,gastrulation,10/356,44/4443,0.00201512553472722,0.011640835243062588,0.007897744565101056,10
body,3,GO:0042706,eye photoreceptor cell fate commitment,10/356,44/4443,0.00201512553472722,0.011640835243062588,0.007897744565101056,10
body,3,GO:0032388,positive regulation of intracellular transport,6/356,18/4443,0.0020531820395097438,0.011745958171307138,0.007969065395425981,6
body,3,GO:0043631,RNA polyadenylation,6/356,18/4443,0.0020531820395097438,0.011745958171307138,0.007969065395425981,6
body,3,GO:0061983,meiosis II cell cycle process,6/356,18/4443,0.0020531820395097438,0.011745958171307138,0.007969065395425981,6
body,3,GO:0048640,negative regulation of developmental growth,12/356,59/4443,0.0020588995814702768,0.011745958171307138,0.007969065395425981,12
body,3,GO:0010389,regulation of G2/M transition of mitotic cell cycle,7/356,24/4443,0.002088973845095684,0.011843965905681394,0.008035558910309585,7
body,3,GO:1902749,regulation of cell cycle G2/M phase transition,7/356,24/4443,0.002088973845095684,0.011843965905681394,0.008035558910309585,7
body,3,GO:0060341,regulation of cellular localization,15/356,83/4443,0.0020991487643121265,0.01186503470781962,0.008049853075127313,15
body,3,GO:0009792,embryo development ending in birth or egg hatching,19/356,117/4443,0.002114449884056613,0.011914860236233124,0.008083657290032386,19
body,3,GO:0009948,anterior/posterior axis specification,17/356,100/4443,0.002168660239409687,0.012182962873992646,0.00826555198281368,17
body,3,GO:0007015,actin filament organization,19/356,118/4443,0.0023393744954289595,0.013062100146209723,0.008862004167614424,19
body,3,GO:2000112,regulation of cellular macromolecule biosynthetic process,19/356,118/4443,0.0023393744954289595,0.013062100146209723,0.008862004167614424,19
body,3,GO:0060828,regulation of canonical Wnt signaling pathway,12/356,60/4443,0.0023925309339825973,0.013315207035778546,0.009033724969407672,12
